"date","deaths_WMR","deaths_EMR","deaths_CMR","arrivals_CMR","arrivals_WMR","arrivals_EMR"
2021-11-05,NA,3,NA,NA,NA,NA
2021-11-08,NA,NA,1,NA,NA,NA
2021-11-11,7,NA,NA,NA,NA,NA
2021-11-16,NA,NA,10,NA,NA,NA
2021-11-17,NA,NA,77,NA,NA,NA
2021-11-19,1,1,NA,NA,NA,NA
2021-11-21,NA,1,NA,NA,NA,NA
2021-11-27,2,NA,NA,NA,NA,NA
2021-11-30,5,NA,NA,NA,NA,NA
2021-12-01,NA,NA,1,NA,NA,NA
2021-12-03,NA,2,NA,NA,NA,NA
2021-12-04,NA,NA,1,NA,NA,NA
2021-12-06,4,NA,NA,NA,NA,NA
2021-12-09,1,NA,NA,NA,NA,NA
2021-12-12,1,NA,NA,NA,NA,NA
2021-12-13,1,NA,NA,NA,NA,NA
2021-12-14,2,NA,NA,NA,NA,NA
2021-12-15,NA,NA,20,NA,NA,NA
2021-12-16,NA,NA,9,NA,NA,NA
2021-12-17,NA,NA,102,NA,NA,NA
2021-12-18,NA,NA,61,NA,NA,NA
2021-12-21,8,37,NA,NA,NA,NA
2021-12-23,5,NA,NA,NA,NA,NA
2021-12-24,NA,11,NA,NA,NA,NA
2021-12-25,NA,25,46,NA,NA,NA
2021-12-28,2,NA,NA,NA,NA,NA
2021-12-30,2,NA,NA,NA,NA,NA
2021-12-31,9,NA,NA,NA,NA,NA
